typology_id,code,description_en
annex1,4090,"Cushion-forming, often spiny dwarf shrub heaths of the highest, driest mountains of the Mediterranean and Irano-Turanian regions, above or at the treeline, on shallow, mostly base-rich soils exposed to wind and frost. Primary stands occupy screes and summit ridges; secondary, zoogenic stands of the same species extend downslope where grazing has opened the ground. Composition is strongly regional: Echinospartum horridum in the Pyrenees, Erinacea anthyllis and Vella spinosa in the Sierra Nevada, Astragalus sirinicus and Genista corsica or G. salzmannii on Corsica and Sardinia, Astragalus angustifolius across the Greek mountains and Crete, and broom-like Spartocytision nubigeni scrub above 1900 metres on the Canary Islands. The dense, hemispherical cushions of Astragalus, Genista, Erinacea and related genera, close-set and often spiny, are the field character common to all forms. Related but lower-altitude hedgehog-heaths of the eastern Mediterranean supra- and oromediterranean belt are counted here only in part; garrigues and phryganas of the thermo- and mesomediterranean lowlands belong to other types."
annex1,40A0,"Low deciduous scrub of continental and submediterranean character, confined to the Pannonian basin and its margins: the eastern Alpine periphery, the southern Carpathian foothills, the Transylvanian plateau and the northern Balkan hills. It grows on both calcareous and siliceous ground, usually in mosaic with steppe grassland and rupicolous Pannonic grassland, often fringing woodland. Dominants include Cerasus fruticosa and C. mahaleb, Amygdalus nana, Spiraea media and S. crenata, Rosa spinosissima and R. gallica, Amelanchier ovalis and Cotoneaster species, with an admixture of steppe herbs such as Nepeta pannonica, Aster linosyris and Vincetoxicum hirundinaria. Where scrub becomes low and clonal, dominated by Prunus fruticosa or Caragana frutex within dry grassland, it belongs to the same type; taller thorn scrub with Prunus spinosa, Crataegus monogyna and Cornus sanguinea is the widespread temperate counterpart and is distinguished mainly by its wider, non-Pannonic range."
annex1,40B0,"Closed thickets dominated by Potentilla fruticosa at around 1550 metres in the west Rhodope mountains of Bulgaria, set within the belt of Picea abies and Pinus sylvestris forest. The type is narrowly localised and species-poor: besides the dominant shrub, the sward carries Bellardiochloa violacea, Galium boreale and G. verum, Geum rhodopeum, Nardus stricta and the Rhodope endemics Veronica rhodopaea and Viola rhodopeia, with the moss Abietinella abietina in the ground layer. Recognition rests on the closed cover of Potentilla fruticosa itself, a shrub rarely dominant elsewhere in European vegetation at this altitude. Superficially similar willow scrub of wet, groundwater-fed ground belongs to a different, much more widespread type and is separated by its permanently waterlogged soils, which this montane thicket does not require."
annex1,40C0,"Deciduous thickets of the wooded steppe zone of the Pontic and Sarmatic regions, occurring within and around the range of the easternmost steppe oak woods with which they form a landscape complex. Several associations are endemic to Dobrogea, among them Asphodelino luteae-Paliuretum and Rhamno catharticae-Jasminietum fruticantis. Dominant shrubs are Prunus spinosa, Crataegus monogyna, Caragana frutex, Spiraea crenata and Amygdalus nana, together with Paliurus spina-christi, Jasminum fruticans and Rhamnus cathartica; the herb layer carries steppe species such as Asphodeline lutea, Paeonia tenuifolia, Dianthus nardiformis and Salvia ringens. Recognition rests on this combination of thorny pontic shrubs with steppe herbs on the dry, treeless margins of the steppe-woodland mosaic. Taller thorn scrub of the temperate lowlands with the same dominant shrubs but without the steppe herb layer belongs to the widespread submediterranean type rather than here."
annex1,5110,"Stable, calcicolous scrub of hill and montane levels dominated by Buxus sempervirens, thermophilous and drought-tolerant, growing on calcareous or, more rarely, siliceous ground. It forms the natural woodland edge of dry, box-rich calcareous forest, fringed by tall-herb communities of the Geranion sanguinei alliance with species such as Geranium sanguineum and Dictamnus albus. Accompanying shrubs are Prunus mahaleb, Cornus mas, Berberis vulgaris, Ligustrum vulgare, Viburnum lantana and Amelanchier ovalis. In the euro-siberian part of its range the more open stands carry a noticeable submediterranean flora. Unlike much thorn scrub, the type is stable rather than a stage in succession: closed Buxus stands persist for long periods on the same rocky slopes without passing into forest. Boundaries against ordinary thorn scrub and against Mediterranean pseudomaquis rest on the dominance of Buxus itself rather than on the accompanying species, which overlap with both."
annex1,5120,"Scrub of the higher levels, upper montane to subalpine and oromediterranean, of the south-western European mountains, dominated by Cytisus purgans on shallow, superficial soils. Stands often stand alongside dwarf juniper scrub or hedgehog-heaths and, physiognomically, closely resemble the latter: low, dense, wiry shrub cover with little herb layer beneath. The single diagnostic species named for the type is Cytisus purgans itself, whose broom-like, leafless green stems distinguish it in the field from both juniper scrub and true hedgehog-heaths, which are built from spiny cushion shrubs rather than brooms. Given this narrow floristic basis, the type is best recognised by physiognomy and altitude together with the dominant species, rather than by a diagnostic species combination."
annex1,5130,"Formations of Juniperus communis from the lowlands to the montane belt, arising as a successional stage rather than as a distinct plant community in its own right. Most commonly it develops on mesophilous to xerophilous, nutrient-poor calcareous grassland of the Festuco-Brometea, grazed or left fallow, and more rarely on Calluna heathland; the juniper cover ranges from scattered, ancient bushes to dense stands that shade out the underlying grassland. Accompanying species reflect the grassland or heath it derives from: on calcareous ground the typical Festuco-Brometea flora, on heaths Calluna vulgaris, Vaccinium myrtillus, Empetrum nigrum and Nardus stricta. Recognition in the field rests on Juniperus communis growing over, and clearly succeeding, one of these two vegetation types rather than on an independent species combination. As grazing intensifies or stops entirely, the juniper cover either fails to establish or closes into scrub that eventually gives way to woodland."
annex1,5140,"Low scrub and garrigue of dolomitic tableland, karst, sand and terra rossa in the far south-west of Portugal, exceptionally rich in narrow endemics. Two named associations characterise it, Ulicetum erinacei and Genisto triacanthi-Cistetum palhinhae, the latter built around the endemic Cistus palhinhae. Accompanying species include Genista hirsuta subsp. algarbiensis, G. triacanthos, Juniperus turbinata, Ulex erinaceus, Sideritis arborescens subsp. lusitanica and the strict local endemics Biscutela vicentina and Serratula monardii var. algarbiensis. Recognition rests on this combination of local endemics, above all Cistus palhinhae and Ulex erinaceus, restricted to the Algarve and neighbouring Alentejo coast; the type is not defined by a wetland character despite the traditional name, and separation from ordinary Mediterranean garrigue on comparable substrates rests entirely on the presence of these endemics."
annex1,5210,"Mediterranean and submediterranean evergreen sclerophyllous scrub organised around tree-form, arborescent junipers rather than the low shrubs typical of most matorral. Dominance shifts regionally between species: Juniperus oxycedrus and J. phoenicea in the western and central Mediterranean, J. excelsa and J. foetidissima in Greece, Anatolia and the Near East, J. communis in scattered Mediterranean stands, J. drupacea restricted to the Peloponnese and Asia Minor, and J. thurifera in continental mountain areas; mixed stands of two or more species also occur. Recognition in the field is straightforward once the arborescent, tree-like growth form of the junipers is distinguished from the low, hemispherical shrubs of hedgehog-heath and phrygana. As a stage in scrub succession it can grade into open juniper woodland on one side and into lower, denser maquis on the other, from which it is separated chiefly by the emergent stature of the junipers."
annex1,5220,"Pre-desert deciduous scrub of the arid south-western Iberian peninsula, confined to the thermo-Mediterranean xerophytic climate of the Almeria region. It represents the mature, climax phase of the local vegetation series and is built around tall stands of Zyziphus lotus, accompanied by Periploca laevigata, Lycium intricatum, Asparagus stipularis and A. albus and Withania frutescens. Named associations include Ziziphetum loti, Zizipho-Maytenetum europaei and Mayteno-Periplocetum. Recognition rests on the emergent, hummock-forming Zyziphus lotus itself, which gives the scrub a distinctive rounded, thorny structure unlike any other European vegetation. Confined to a narrow arid corner of Europe, the type is threatened wherever the low, extensive land use of its native area gives way to irrigation or urbanisation."
annex1,5230,"Humid arborescent matorral built around tall Laurus nobilis, occurring in oceanic, sheltered stations of the Iberian peninsula. In Spain it appears as a facies of Viburno tini-Fraxinetum orni rich in Laurus nobilis in the southern mountains of Valencia, and as a laurel-rich facies of Lauro-Quercetum ilicis from Asturias to the Basque Country. Accompanying species include Arbutus unedo, Ceratonia siliqua, Fraxinus ornus, Phillyrea latifolia, Quercus ilex, Olea europaea var. sylvestris and Viburnum tinus, together with lianas such as Smilax aspera and Rubia peregrina. Recognition rests on Laurus nobilis reaching tree stature and forming a closed or near-closed canopy, rather than occurring as scattered individuals; small relic laurophyllous forests of the Atlantic coast with a similar canopy but a different, more oceanic associated flora are treated separately. Where the same species combination forms lower, denser thicket rather than tall matorral, it is assigned to the related type of Laurus nobilis thickets."
annex1,5310,"Lower, shrubbier facies of the arborescent Laurus nobilis matorral, generally confined to humid or cool stations. The material available names only the single dominant species, Laurus nobilis; no separate associated flora or syntaxa are recorded for this facies beyond what applies to the taller matorral it derives from. Recognition in the field therefore rests on Laurus nobilis dominating a stand of thicket rather than tree height, on sites moister or cooler than typical Mediterranean scrub. Distinguishing it from the arborescent matorral with Laurus nobilis is a matter of stature alone: where the laurel reaches closed tree canopy the taller type applies, where it stays at shrub height on the same kind of humid ground this lower facies applies."
annex1,5320,"Low, cushion-like formations dominated by Helichrysum italicum, in immediate contact with sea cliffs, forming the transition between true cliff vegetation or clifftop phrygana and thermo-Mediterranean scrub further inland. Spurges, chiefly Euphorbia pithyusa, grow through the Helichrysum together with Pistacia lentiscus, Camphorosma monspeliaca, Artemisia densiflora and species of Thymelaea such as T. hirsuta and T. tartonraira. Recognition rests on this narrow coastal position, immediately behind the cliff-edge vegetation proper, and on the combination of Helichrysum italicum with spurge and Thymelaea species rather than on any single dominant. Because it sits between two other, better-defined vegetation belts, it is best identified by its intermediate position in the field as much as by its species list."
annex1,5330,"A broad group of thermo-Mediterranean scrub formations, largely indifferent to whether the substrate is calcareous or siliceous, together with a set of strongly distinctive, thermophile formations endemic to southern Iberia. Named sub-formations include Genista fasselata brush of the eastern Mediterranean, Crataegus azarolus scrub of Cyprus, tree-spurge stands of Euphorbia dendroides on Mediterranean islands, diss-garrigue dominated by tall tussocks of Ampelodesmos mauritanicus on the Tyrrhenian coast and in Sicily, palmetto brush built around Chamaerops humilis in south-western and southern Iberia, Mediterranean pre-desert scrub of the arid south-east Spanish provinces, thermo-Mediterranean broom fields of Lygos, Cytisus and Genista species, and spiny spurge garrigue of Euphorbia melitensis on Malta. Given this diversity, recognition proceeds sub-formation by sub-formation, through the named dominant, rather than through a single shared species combination; several of the south-eastern Spanish stands survive only in a few undisturbed localities and are gravely at risk."
annex1,5410,"Rare, extremely local cushion-forming associations of thermo-Mediterranean clifftops and their immediate surroundings, scattered along the western Mediterranean coast. The type is carried by Astragalus massiliensis or, in other stands, by Anthyllis hermanniae, both variously accompanied by Thymelaea hirsuta, Helichrysum italicum, Plantago subulatum and Armeria ruscinonensis. Recognition rests on this small set of cushion-forming species occupying an isolated clifftop position, with no single association covering more than a few sites. Because stands are so few and so local, each occurrence carries disproportionate conservation weight; superficially similar cushion vegetation of other Mediterranean coasts, built from different dominants, belongs to separate types."
annex1,5420,"Low, thorny formations of hemispherical shrubs occupying the coastal thermo-Mediterranean zone of the eastern Mediterranean: the Aegean islands, mainland Greece, the Ionian islands and coastal Anatolia, where they are considerably more widespread and floristically richer than comparable western Mediterranean phrygana. The type is carried by Sarcopoterium spinosum together with Centaurea spinosa, Satureja thymbra, Thymus capitatus, Genista acanthoclada, Anthyllis hermanniae, Cistus creticus and Pistacia lentiscus, among a long list of accompanying chamaephytes. Recognition in the field rests on the dense, low, spiny hemispherical growth form of Sarcopoterium spinosum itself, sharply different from the taller, softer thorn scrub of temperate Europe. A few rare, relict associations of similar appearance occur on western Mediterranean seashores and cliffs, forming a narrow belt between cliff communities and thermo-Mediterranean brush."
annex1,5430,"A set of cushion-forming, often thorny, summer-deciduous sclerophyllous formations, each endemic to a small Mediterranean island area and treated together for their shared physiognomy rather than a shared flora. Sub-types include mid-elevation phrygana of Crete with Euphorbia acanthothamnos, Verbascum spinosum and Sideritis syriaca at the contact between phrygana and hedgehog-heath, isolated Hypericum aegyptiacum colonies on coastal rocks of the Ionian islands, western Crete, Sardinia and Lampedusa, impoverished Sarcopoterium spinosum stands of southern Sardinia and the Gulf of Taranto, Genista acanthoclada phrygana of north-western Sardinia, Balearic clifftop phrygana with the endemics Launaea cervicornis, Astragalus balearicus and Centaurea balearica, Cyrno-Sardian Genista corsica or G. morisii phrygana of Corsican and Sardinian headlands, and Pantelleria phrygana with the local endemics Helichrysum saxatile subsp. errerae and Matthiola pulchella. Given this island-by-island endemism, each sub-type is recognised by its own local dominant rather than by a shared diagnostic combination."
annex1,6110,"Open, sparse pioneer vegetation on very shallow, superficial calcareous or otherwise base-rich soils, in places on basic volcanic substrate, dominated by annuals and succulents of the Alysso alyssoidis-Sedion albi. A priority habitat. Cover is patchy, built from small rosette plants and succulents with a rich cryptogam component, on rock ledges, thin rendzinas and similar skeletal ground from the lowlands into the mountains, wherever soil stays too thin and dry for a closed sward. Recognisable by Sedum album, S. acre, Alyssum alyssoides, Saxifraga tridactylites, Hornungia petraea and Teucrium botrys, with Jovibarba and Sempervivum species on the rockiest ground and mosses such as Abietinella abietina and Homalothecium sericeum filling the gaps. The type persists only as long as shallow soil keeps the site open; deeper soil lets denser calcareous grassland take over. Similar swards on artificial substrates such as walls and quarry spoil are excluded."
annex1,6120,"Dry, mostly open grasslands on more or less calcareous sand, with a subcontinental centre of distribution on inland dune systems, river terraces and sandy plains of the lowlands. Stands are short and patchy, dominated by narrow-leaved grasses such as Koeleria glauca and Festuca psammophila over a low, drought-tolerant herb layer. Recognisable by Alyssum montanum ssp. gmelinii, Astragalus arenarius, Carex ligerica, C. praecox, Dianthus deltoides, Euphorbia seguieriana, Gypsophila fastigiata, Helichrysum arenarium, Herniaria glabra, Petrorhagia prolifera and Silene chlorantha, with Sedum reflexum and Allium schoenoprasum on the driest ridges. The nutrient-poor, base-rich sand and the summer drought keep the sward permanently open, so closure by scrub is slow. The related EUNIS sand grassland of the same region is distinguished by its acid to neutral, not calcareous, sandy soils, which carry a largely different, more acidophilous flora even where the two occur close together on the same dune system."
annex1,6130,"Generally open grassland of specialised, heavy-metal-tolerant plants, on three kinds of ground: natural rock outcrops enriched in zinc or lead, river gravels and shingles carrying such metals, and old spoil heaps and terrils around historic mines. The flora consists of metallophyte races otherwise rare or absent from ordinary soils: Viola calaminaria, heavy-metal races of Noccaea (Thlaspi) caerulescens, Armeria maritima, Minuartia verna and Silene vulgaris, with Festuca ophioliticola in some regions, plus Campanula rotundifolia and a distinctive lichen and moss layer including Cladonia and Weissia species. The type is bound to the metal contamination itself, whether geological or mining-derived, and to the sparse, open cover that alone tolerates it. Younger, still-colonising spoil-heap vegetation lacks the threatened endemic taxa of the older stands and is not treated as priority, which is the practical line separating the two in the field."
annex1,6140,"Closed, mesophile subalpine and lower alpine grassland dominated by the tussock grass Festuca eskia, confined to the Pyrenees, where it occupies north-facing slopes and shaded depressions. Companion species include Arnica montana, Ranunculus pyrenaeus, Selinum pyrenaeum, Trifolium alpinum, Campanula barbata, Gentiana punctata and Leucorchis albida. The tight, tussocky sward and the strict restriction to shaded aspect distinguish it in the field from the surrounding, more general acidophilous alpine grassland of the wider European mountain ranges, of which it forms only the Pyrenean, Festuca eskia dominated expression."
annex1,6150,"Boreo-alpine grassland and dwarf-sedge vegetation of the highest summits, with its main range in the Alps and the Scandinavian mountains and outliers in the Carpathians, dominated by Juncus trifidus and Carex bigelowii over a substantial cover of mosses and lichens; associated snowbed communities, with Cassiope tetragona in the north, are included in the same type. Stands sit on thin, exposed, wind-scoured ground above the closed alpine turf, where snow cover is short-lived or absent and frost action dominates. The type spans both the wind-exposed ridge vegetation and the late-snow depressions in one unit, which sets it apart from the geographically narrower boreal grasslands of Fennoscandia and Scotland and from the temperate alpine grasslands of the central and southern European ranges, both of which occupy comparable positions further south or west."
annex1,6160,"Thermophile, open grassland of siliceous upper slopes and summits in the high mountains of Iberia, dominated by Festuca indigesta, with local extensions into the Euro-Siberian domain at the subalpine level. Soils are base-poor and shallow over siliceous bedrock, the growing season short and winters harsh, with strong winds keeping ridges free of snow and exposing the ground to repeated freeze-thaw. Cover is moderately open to closed, formed of prostrate or dwarf grasses and forbs with a marked endemic component: Luzula caespitosa, Jasione crispa aggr., Pilosella vahlii, Sedum brevifolium, Teesdalia conferta, Dianthus langeanus, Scorzoneroides cantabrica and Silene ciliata alongside the dominant fescue. At somewhat lower altitude in western Iberia a related, grazed grassland on similarly shallow siliceous and ultramafic soils takes over, distinguished from this type mainly by its lower elevation and its pastoral rather than purely climatic character."
annex1,6170,"Alpine and subalpine grassland of base-rich soils across the high mountain ranges of Europe, from the Alps, Pyrenees and Carpathians to the Balkan mountains, with outlying, more thermophile expressions on Corsica and in the central and southern Apennines. Dominant and characteristic plants include Dryas octopetala, Carex sempervirens and Sesleria caerulea, together with Gentiana nivalis, G. clusii, Anthyllis vulneraria, Astragalus alpinus, Draba aizoides and Phyteuma orbiculare. On the deeper soils of the lower alpine and subalpine belt closed, often grazed or mown swards prevail, while on wind-exposed ridges a sculptured, wind-clipped turf develops, and on the shallowest, most xerothermic ground open, stepped grassland forms. Associated snowbed vegetation and dwarf Salix scrub belong to the same mosaic. Heavy-metal grassland on contaminated ground, though floristically related, is treated separately; the type otherwise grades into arctic-alpine calcareous grassland further north and into Balkan and Apennine expressions further south-east."
annex1,6180,"Secondary, ungrazed grassland of the highest levels in the Azores, mixing grasses, herbs and mat-forming plants with a strong endemic component, typical of exposed or unstable rocky slopes, ledges and landslips on nutrient-poor acid soil. Species composition shifts with altitude, climate, rock type and terrain stability. Characteristic plants include Holcus rigidus, Festuca jubata, Deschampsia foliosa, Agrostis congestiflora, Luzula elegans and Festuca petraea, alongside ferns such as Diplazium caudatum and Woodwardia radicans and endemic herbs including Ranunculus cortusifolius, Rumex azorica, Sanicula azorica and Bellis azorica. As a secondary grassland it depends on the instability of its rocky sites for its continued openness, without the regular grazing that maintains comparable grassland elsewhere."
annex1,6190,"Open, pioneer rock sward on steep, dry, sun-exposed slopes of medium-altitude mountains in the Pannonian basin and adjacent regions, roughly between 150 and 900 m, over limestone, dolomite or calcareous volcanic rock such as basalt or andesite, on shallow rendzinas. Three regional expressions are distinguished: a montane to submontane, cooler-microclimate form on the calci-orophile Diantho-Seslerion swards, a species-rich, south-facing form on rendzinas around the western and southern edge of the Carpathian arc, and, on siliceous rock ledges further west, an acidocline expression. Recognisable by Festuca pallens, Bromus pannonicus, Stipa eriocaulis, S. joannis, Carex humilis, Chrysopogon gryllus, Iris pumila, Pulsatilla grandis and Anacamptis pyramidalis, with rarer endemics such as Linum dolomiticum, Vincetoxicum pannonicum and Dianthus regis-stephani in the most calcareous stands. The much broader EUNIS rocky grassland of Central and South-Eastern Europe shares the general physiognomy but extends well beyond the Pannonian range and its rendzina soils."
annex1,6210,"Dry to semi-dry calcareous grasslands of the Festuco-Brometea on shallow, base-rich soils over limestone, dolomite or marl, mostly on sun-exposed slopes and crests from the lowlands to the submontane belt. Two wings are distinguished: the steppic, subcontinental swards of the Festucetalia valesiacae and the oceanic to submediterranean ones of the Brometalia erecti. Within the latter, the primary Xerobromion swards of the shallowest ground stand beside the secondary Mesobromion swards with Bromus erectus, which arose from centuries of extensive grazing and carry the orchid richness on which the priority form rests. Stands are open to closed, built from tussock grasses and rosette herbs with Sanguisorba minor, Helianthemum nummularium, Scabiosa columbaria and Hippocrepis comosa. Once grazing or mowing stops, a fringe stage of the Trifolio-Geranietea appears first, then thermophilous scrub; fertilisation, reseeding and afforestation remove the type just as surely."
annex1,6220,"Priority pseudo-steppe of the meso- and thermo-Mediterranean zone, a mosaic of short, xerophile grassland rich in annuals on oligotrophic, often calcareous, base-rich soil. A perennial component of the Thero-Brachypodietea, dominated by Brachypodium retusum and related tussock grasses, stands alongside a purely annual component of spring-flowering therophytes typical of the Tuberarietea guttatae, with Brachypodium distachyum among its most frequent species; on gypsum or dolomite the annual swards shift towards specialised gypsophile or silico-basiphile variants. In France a further distinction runs between open, low-nitrogen pioneer swards and more closed, nitrogen-tolerant grassland of deeper soil. Grazing and trampling maintain the type by keeping the perennial tussocks open enough for the annual flora to persist; without disturbance the perennial component thickens and excludes the therophytes, while abandonment of grazing generally lets scrub advance."
annex1,6230,"Priority, species-rich Nardus grassland on siliceous soils, closed and dry to mesophile, ranging through the Atlantic, subatlantic and boreal lowlands, hills and mountains of Europe; only stands with a genuinely high species number count as this type, ground irreversibly impoverished by overgrazing is excluded. Nardus stricta itself is often subordinate to the diversity it shelters: Antennaria dioica, Arnica montana, Campanula barbata, Gentiana pneumonanthe, Hypochoeris maculata, Leucorchis albida, Meum athamanticum, Platanthera bifolia and Potentilla aurea, together with Galium saxatile and Potentilla erecta as constant companions; the grasshopper Miramella alpina is a typical faunal element. Traditional mowing or grazing, at both the lowland to submontane and the montane to high-montane level, sustains the diversity; where it stops the sward coarsens and species drop out well before scrub establishes. Distinguished from surrounding alpine grassland mainly by the dominance of Nardus and its lower, non-summit position."
annex1,6240,"Priority steppic grassland of the sub-Pannonian region, dominated by tussock grasses, chamaephytes and perennials of the Festucion vallesiacae and related alliances, xerotherme communities of south-facing slopes on rocky AC-soils or on clay-sandy sediment layers enriched with gravel, partly natural and partly of anthropogenic origin. Recognisable by Festuca vallesiaca, Stipa capillata, S. joannis, Bothriochloa ischaemum, Chrysopogon gryllus, Carex humilis and Festuca rupicola in the graminoid layer, with Iris pumila, Ranunculus illyricus, Teucrium chamaedrys, Globularia cordifolia, Astragalus onobrychis, A. excapus and Daphne cneorum among the characteristic forbs. Stands with a mainly natural origin occupy the shallowest, rockiest ground, while the anthropogenic stands on deeper, gravelly sediment reflect long grazing history; both grade into related continental steppe and meadow-steppe grassland of the wider region without a sharp physiognomic break."
annex1,6250,"Priority steppic grassland rich in perennial grasses and herbs on loess deposits of the Pannonian region, once covering large areas but today restricted to particular landforms such as loess ridges shaped by fluviatile erosion and deposition. Characteristic species include Astragalus vesicarius, A. austriacus, A. onobrychis, Crambe tataria, Nonea pulla, Salvia nemorosa, Ornithogalum pannonicum, Phlomis tuberosa, Festuca rupicola, Falcaria vulgaris, Peucedanum alsaticum and Achillea pannonica, together with Elymus hispidus and Bromus inermis in the grass layer. The sharp contraction from a once extensive loess steppe to a few surviving ridge remnants reflects long conversion of loess ground to arable land; the surviving stands are correspondingly small and fragmented, and their loess substrate, rather than any single diagnostic species, is what sets them apart from the related steppic and sandy steppe grasslands of the surrounding Pannonian basin."
annex1,6260,"Pannonic sand steppe formed by medium to tall, perennial tuft-forming grasses and suffrutescents with a distinctly patchy ground cover, together with associated communities of spring annuals, on mobile or fixed sand such as alluvial deposits and subfossil dune systems of the Pannonian basin, with similar stands in the West Pontic basin. Recognisable by Festuca vaginata, F. beckeri, Koeleria glauca, Helichrysum arenarium, Gypsophila paniculata, Bassia laniflora and Jurinea cyanoides among the plants, and by a distinctive insect fauna including the steppe bushcricket Gampsocleis glabra, the moth Callimorpha quadripunctaria and several Zygaena species. The climate is strongly continental, with cold winters and hot, droughty summers that keep the sand mobile and the cover open; traditional extensive sheep grazing once maintained the type over a much wider area than it now occupies, most such grazing having since been abandoned."
annex1,6270,"Priority, species-rich dry to mesic grassland of the Fennoscandian lowlands, mainly on siliceous substrates, shaped by long-term continuous grazing or mowing without fertilisation; both traditionally managed and recently abandoned stands belong to the type. Species composition varies with region, soil, moisture and management regime, but the sward is typically rich in Agrostis capillaris, Anthoxanthum odoratum, Festuca ovina, F. rubra, Galium verum, Antennaria dioica, Dianthus deltoides, Gentianella campestris, Gymnadenia conopsea, Lychnis viscaria and Primula veris; several threatened grassland fungi, including Hygrocybe, Geoglossum and Entoloma species, are also characteristic. The absence of fertilisation and the long, uninterrupted management history are what distinguish the type from ordinary improved pasture and hay meadow; once grazing or mowing stops, the fungal flora and the rarer herbs are usually the first to disappear."
annex1,6280,"Priority alvar and flat calcareous rock vegetation of the Nordic region, an exceptionally species-rich system shaped by winter cold: the thin soil layer freezes and lies under snow for much of the year, and repeated freeze-thaw action creates small patches of bare ground colonised by annual pioneers, some of them rare. On flat, weathered rock with only a shallow soil cover, freeze-thaw also builds soil polygons with a characteristic patterned vegetation, and shallow depressions, locally called vätar on Öland and Gotland, fill with water in winter and dry out, wholly or partly, in summer. On Öland a distinct subtype is dominated by Helianthemum oelandicum over a 5 to 30 cm layer of crumbling soil on almost level, extremely slowly draining ground. Recognisable by Sedum acre, S. album, Saxifraga tridactylites, Hornungia petraea, Linum catharticum and Gentianella amarella, with regional endemics such as Artemisia oelandica on Öland and Arenaria gothica on Gotland, and a rich lichen and bryophyte layer including Cetraria nivalis and Tortella tortuosa."
annex1,62A0,"Xeric grassland of the eastern sub-Mediterranean zone around Trieste, Istria and the Balkan peninsula, coexisting with the steppic grassland of the Festucetalia valesiacae (6210) but developing under less continental conditions and carrying a stronger Mediterranean element. Named associations include Carici humilis-Centaureetum rupestris, Chrysopogono-Centaureetum cristatae and Danthonio-Scorzoneretum villosae. Recognisable by Carex humilis, Bromus erectus, Centaurea rupestris, Sesleria juncifolia, Trinia glauca and Festuca rupicola, with regional specialities such as Genista holopetala, Iris cengialti, Gentiana lutea and Arctostaphylos uva-ursi. Stands occupy sharply draining, base-rich soils on valley sides, dolines and sink-holes around the Adriatic seaboard and depend on extensive grazing; where grazing has declined, the type now survives mainly as patches within a mosaic of scrub and forest. The lesser continentality and the greater Mediterranean floristic element are what separate it from the closely related, more continental steppic grassland of the Festucetalia valesiacae."
annex1,62B0,"Sparse, low perennial herb vegetation confined to the ultramafic outcrops of Cyprus, notably the Troodos massif and the Akamas peninsula, where serpentine, dunite, wehrlite and harzburgite weather into thin, metal rich, base rich soils. Stands form small patches of open plant cover on rocky ground and stony slopes rather than continuous swards. Two altitudinal forms are distinguished: a high altitude form above roughly 1700 m with Acinos troodi, Alyssum troodi, Anthemis plutonia and Ranunculus cadmicus var. cypricus, and a lower form around 350 to 450 m on Akamas with Alyssum akamasicum, Centaurea cyprensis and Hyacinthella millingeni. Both harbour a specialised flora with numerous Cyprus endemics tolerant of the high magnesium and heavy metal content and the low calcium supply typical of ultramafic substrates. The type is restricted to Cyprus and has no counterpart elsewhere in the Mediterranean; separation from ordinary Mediterranean base rich scree and rock vegetation rests on the ultramafic substrate and the endemic rich composition, not on physiognomy alone."
annex1,62C0,"Grass steppes of the plains, plateaus and hills of the western Black Sea region, from the lower Danube basin and Transylvania across the Podolian and Central Russian plateaus to the Volga region, Orenburg and Bashkiria. The vegetation is dominated by feather grasses such as Stipa capillata, S. lessingiana and S. pulcherrima together with Festuca valesiaca, Koeleria macrantha and Dichanthium ischaemum, forming dense tussock swards on chernozem type soils under a strongly continental climate. Characteristic companions include Vinca herbacea, Salvia nutans and Iris pumila, and on the driest, stoniest sites Kochia prostrata and Artemisia species. The type covers several alliances, from Festucion valesiacae and Stipion lessingianae of the true steppe to the more local Agropyro-Kochion of saline and stony variants and the Pimpinello-Thymion zygoidi of rocky steppe on the Balkan margin. Nearly all stands are relicts of a once vast steppe belt reduced by ploughing; moderate grazing maintains the sward, abandonment favours tall grasses and scrub."
annex1,62D0,"Alpine and subalpine grasslands of the central Balkan high mountains, including the Balkan Range, Rila, Pirin, the Rhodopes and Osogovo, developed at 1600 to 2900 m over crystalline rocks and other lime deficient or decalcified substrates. The sward is dominated by fescues and related grasses, chiefly Festuca paniculata, F. airoides and F. nigrescens, Bellardiochloa violacea and Calamagrostis arundinacea, with a marked share of Balkan endemics such as Festuca balcanica, F. riloensis, F. valida, Sesleria comosa and Carex bulgarica. Regionally distinct sub types are recognised, from Festuca paniculata and F. valida swards to Sesleria comosa and Agrostis rupestris grasslands, reflecting the mosaic of exposure, snow cover duration and soil depth of these summit landscapes. Notable companions include Gentiana lutea, G. punctata and Primula deorum. As acidophilous alpine grassland of siliceous high mountains it corresponds to the wider circle of temperate alpine Nardus and Festuca communities, set apart by its Balkan endemics and its southerly, sub-Mediterranean climate."
