entity_type,entity_key,lang,field,value,source,provenance
habitat_type,eunis@2021:Q53,de,description,"Dieser Lebensraum entwickelt sich in den Tieflagen ganz Europas, nach Süden hin seltener, an den Rändern stehender und langsam fließender Süßgewässer knapp oberhalb des mittleren Wasserstands, bei periodischer Überflutung, sowie auf ganzjährig wassergesättigten Böden. Großseggengesellschaften sind meist artenarm und werden von einer wüchsigen, oft dichte Bulte bildenden Art beherrscht, begleitet von wenigen kennzeichnenden Arten, die mosaikartig auf und zwischen den Bulten wachsen. Welche Art dominiert, hängt von Klima, Substrat, Wasserhaushalt und Trophie ab sowie — heute meist nur noch in der Vergangenheit — von Beweidung oder Mahd. Hauptgefährdungen sind die Ausdehnung von Landwirtschafts-, Industrie- und Siedlungsflächen sowie Veränderungen des Grundwasserstands und dessen Verschmutzung. Vielerorts ist der Lebensraum vollständig umgewandelt, ohne Aussicht auf natürliche Erholung; für eine Wiederherstellung sind meist starke Eingriffe nötig.",situs@0.7.0,situs
habitat_type,eunis@2021:Q54,de,description,"Dieser Lebensraum umfasst Sumpfpflanzenbestände in und um salzige oder brackige Binnenseen, Weiher und andere stehende oder langsam fließende Gewässer, etwa salzhaltige mediterrane Flüsse, die im Sommer austrocknen. Je nach Wasserhaushalt können Röhrichte aus verschiedenen hohen oder horstbildenden Arten auftreten, die brackige oder salzige Verhältnisse ertragen. Verbreitet ist er sowohl im kontinentalen Teil Europas als auch im ariden Mittelmeerraum, wo er im Sommer vollständig austrocknen und hypersalin werden kann. Gefährdungen sind Landgewinnung für Landwirtschaft und Siedlungen, anthropogene Veränderungen des Wasserhaushalts sowie die Einleitung von Süßwasser für Wasservogeljagd oder Ökotourismus in Trockengebieten. Die wichtigsten Schutzmaßnahmen sind die Sicherung des eigentümlichen Wasserhaushalts und die Begrenzung der Ausbreitung der Sumpfpflanzen durch Beweidung.",situs@0.7.0,situs
habitat_type,eunis@2021:R11,de,description,"Ziemlich offenes Steppengrasland, beherrscht von ausdauernden Horstgräsern und Kräutern, mit häufigen Frühjahrseinjährigen und Kryptogamen; typisch für nährstoffarme Sandböden in Ebenen und auf Dünen der pannonischen, pontischen und südbaltischen Gebiete. Das Klima ist kontinental mit kalten Wintern, oft langem Frost und geringer Schneedecke, sowie heißen, trockenen Sommern. Traditionell extensiv beweidet, besonders mit Schafen, heute vielerorts aufgegeben. Der Lebensraum kommt auch an einigen Stellen im südlichen Ostseeraum nördlich der Karpaten vor; eine Ergänzung des Namens um das sarmatische Gebiet wäre deshalb zu erwägen.",situs@0.7.0,situs
habitat_type,eunis@2021:R12,de,description,"Offenes Pioniergrasland, beherrscht von ausdauernden Sukkulenten und einjährigen Arten, mit untergeordneten kleinen Horstgräsern, mitunter Geophyten und oft einem auffälligen Anteil an Kryptogamen. Es bildet typischerweise kleine Bestände auf sehr flachgründigen, skelettreichen, nährstoffarmen, sauren Böden über silikatischen Felsaufschlüssen, an erodierten Hängen und in gestörten oder künstlichen Lebensräumen wie Erdhaufen und Mauerkronen. Der Lebensraum tritt im gesamten gemäßigten und borealen Europa bis in die subalpine Stufe auf, dort, wo die durchlässigen Böden im Sommer rasch austrocknen, Frühjahrsregen aber einen schnellen Wuchsschub der einjährigen Arten erlauben.",situs@0.7.0,situs
habitat_type,eunis@2021:R13,de,description,"Offenes Pioniergrasland mit ausdauernden Sukkulenten und Frühjahrseinjährigen, untergeordneten kleinen Horstgräsern und Kräutern und oft einem sehr auffälligen, reichen Anteil an Kryptogamen. Typischerweise in kleinen Flecken auf sehr flachgründigen, skelettreichen, nährstoffarmen, basenreichen Böden über einer Vielzahl basenreicher und mitunter ultramafischer Gesteine sowie in ähnlichen künstlichen Lebensräumen wie Steinbruchhalden und Mauerkronen. Der Lebensraum reicht von der hemiborealen bis in die submediterrane Zone und tritt nach Süden hin vor allem in größeren Höhenlagen auf.",situs@0.7.0,situs
habitat_type,eunis@2021:R14,de,description,"Dieses nur auf basenreichen Gesteinen der Apenninenhalbinsel und Siziliens vorkommende Grasland ist am besten in der submediterranen bioklimatischen Zone entwickelt. Es wird je nach Standort von ausdauernden Gräsern und Kräutern oder — an steileren, felsigeren Stellen — von Polsterpflanzen und Zwergsträuchern beherrscht. Meist artenreich und mitunter mit Anteilen einjähriger Arten sowie, an gestörten Stellen, Geophyten, beherbergt der Lebensraum bisweilen endemische Pflanzen. Aus der Rodung von Laub- und Mischwäldern hervorgegangen, wird er durch traditionelle Beweidung in einer eigentümlichen Kulturlandschaft erhalten.",situs@0.7.0,situs
habitat_type,eunis@2021:R15,de,description,"Meist offene Vegetation aus Zwergsträuchern und ausdauernden, polsterbildenden kontinentalen Steppenpflanzen auf gut dränenden, basenreichen Böden über felsigen Kreideaufschlüssen im Einzugsgebiet des Don und möglicherweise auch der Wolga.",situs@0.7.0,situs
habitat_type,eunis@2021:R16,de,description,"Offenes Grasland, das im Allgemeinen von ausdauernden Gräsern beherrscht wird, mit reichen Mischungen aus Rosettenkräutern, Polsterpflanzen und Geophyten und — besonders nach Südeuropa hin — einjährigen Arten. Es kommt auf flachgründigen, nährstoffarmen Böden über kalk- wie silikatreichem Gestein in den Tief- und submontanen Lagen Mittel- und Südeuropas vor, am besten entwickelt an steileren, für die Landwirtschaft ungeeigneten Hängen, ausgedehnt aber dort, wo Waldrodung und Beweidung, besonders mit Ziegen, Teil der traditionellen Bewirtschaftung waren.",situs@0.7.0,situs
habitat_type,eunis@2021:R17,de,description,"Grasland, das auf trockene, nährstoffarme und schwermetallreiche Böden über ultramafischem Gestein in den Gebirgen des Balkans, auf Euböa und Zypern beschränkt ist, mit einer offenen Decke aus Gräsern und Kräutern, darunter zahlreiche Endemiten.",situs@0.7.0,situs
habitat_type,eunis@2021:R18,de,description,"Offenes Grasland, beherrscht von ausdauernden Arten und besonders reich an Polsterpflanzen; typisch für rudimentäre, flachgründige, nährstoffarme, basenreiche Böden über geneigtem, schuttreichem Kalkgelände. Es kommt in den Tief- bis submontanen Lagen des subatlantischen und submediterranen Westeuropa vor, einschließlich einiger Höhenlagen der westmediterranen Gebirge, und wurde traditionell durch extensive Beweidung erhalten.",situs@0.7.0,situs
habitat_type,eunis@2021:R19,de,description,"Trockene Steppenweiden auf stark dränenden, basenreichen Böden an Talflanken, in Dolinen und Schlucklöchern im Umkreis der Adriaküsten, wo das submediterrane Klima von Spätherbst- und Frühjahrsregen sowie Sommertrockenheit geprägt ist. Beherrscht von oft reichen Mischungen aus Sauergräsern, Kräutern und Polsterpflanzen, ist der Lebensraum auf extensive Beweidung angewiesen und hat heute oft nur noch fleckenhaft inmitten von Gebüsch- und Waldmosaiken überdauert.",situs@0.7.0,situs
habitat_type,eunis@2021:R1A,de,description,"Halbnatürliches Grasland auf tiefgründigeren, weniger trockenheitsanfälligen, nährstoffarmen, basenreichen Böden über Kalkstein, verbreitet in den Tief- und submontanen Lagen vom submediterranen bis zum hemiborealen Europa. In der Regel geschlossen und von Mischungen aus Sauergräsern und Kräutern beherrscht, oft außerordentlich artenreich, mit vielen seltenen Pflanzen und mitunter bemerkenswerten Orchideenbeständen; über das große Areal hinweg mit stark wechselnden kontinentalen oder submediterranen Begleitern. Der Lebensraum ist auf extensive Beweidung, meist mit Schafen, oder auf eine jährliche Mahd angewiesen und in jahrhundertelanger traditioneller Weidewirtschaft entstanden, die einige eindrucksvolle Kulturlandschaften geprägt hat.",situs@0.7.0,situs
habitat_type,eunis@2021:R1B,de,description,"Steppen und steppenartiges Grasland auf überwiegend basenreichen Böden über Kalkgestein, von wechselnder Tiefe und Steinigkeit, verbreitet in den Tief- bis submontanen Lagen des kontinentalen Europa. Beherrscht von Pflanzen, die an lange sommerliche Trockenperioden angepasst sind — überwiegend hohe Horstgräser und ausdauernde Kräuter —, zeigt der Lebensraum über sein großes Areal hinweg eine breite Variation in Artenzusammensetzung und Standort. Unter extremeren Bedingungen ist das Grasland natürlich, oft trägt es jedoch extensive Beweidung. Dieser Lebensraum umfasst auch viele Trockenrasen, die keine „echte Steppe"" sind; der Name sollte deshalb geändert werden, etwa in „Kontinentales Steppengrasland (einschließlich der echten Steppe)"". Für die Steppenzone ist er vermutlich zu weit gefasst: Er schließt eigene Typen auf Felsaufschlüssen (petrophytische Steppe) und auf Solonetz-Böden (Solonetz-Steppe) ein, jeweils mit einer eigenen Gruppe spezialisierter Arten. Diese Typen sollten künftig als mögliche Ergänzung der EUNIS-Klassifikation geprüft werden.",situs@0.7.0,situs
habitat_type,eunis@2021:R1C,de,description,"Kontinentale, gemäßigte, sehr trockene zonale Steppe im Übergangsgürtel zwischen der eigentlichen Steppenzone und der Halbwüstenzone der südlichen Ukraine, des Südostens des europäischen Russland und weiter nach Kasachstan hinein. Die Trockensteppe wird von einer Kombination xerophytischer hoher und niedriger Gräser (etwa Agropyron und Stipa) und xerophytischer Halbsträucher (etwa Artemisia und Tanacetum) beherrscht. Die Vegetationsdecke ist verhältnismäßig gering, der größte Teil der Biomasse liegt unterirdisch. Typisch sind südliche Schwarzerden (Tschernoseme) und helle Kastanienböden (Kastanoseme).",situs@0.7.0,situs
habitat_type,eunis@2021:R1D,de,description,"Stark beweidete Hutungen des Mittelmeerraums, überwiegend auf Schluff- und Tonböden der Tieflagen, beherrscht von Rosettenpflanzen, verschiedenen Schmetterlingsblütlern und kleinen Gräsern, die intensiven Verbiss und Tritt ertragen. Die Böden sind im Sommer trocken, was nitrophile Arten fernhält, die durch Düngung sonst gefördert würden; von Herbstregen aufgefrischt, bleibt der Aufwuchs den Winter über grün und ertragreich und liefert wertvolles Futter. Die Begleitarten wechseln über das große Areal hinweg stark.",situs@0.7.0,situs
habitat_type,eunis@2021:R1E,de,description,"Grasland auf basenreichen Böden über verschiedenen Kalkgesteinen des Mittelmeerraums, wo Beweidung und Tritt offene oder geschlossene Rasen erhalten, die meist von hohen, dichten Horstgräsern beherrscht werden und dadurch steppenartig wirken. Sommertrockenheit sowie Störung durch Beweidung und Feuer verhindern die Rückentwicklung zum Wald, können aber die Einwanderung gebietsfremder Arten begünstigen.",situs@0.7.0,situs
habitat_type,eunis@2021:R1F,de,description,"Meist kurzlebige Vegetation im Jahresrhythmus von Frühjahrsregen und Sommertrockenheit im gesamten Mittelmeerraum, in der eine große Vielfalt kleiner einjähriger Pflanzen kurz und farbenprächtig auf offenen Stellen überwiegend basenreicher Böden erscheint. Die Artenzusammensetzung schwankt stark je nach regionalem Relief und Klima sowie nach dem Einfluss der traditionellen Weidewirtschaft.",situs@0.7.0,situs
habitat_type,eunis@2021:R1G,de,description,"Grasland basenarmer Böden über silikatischem Gestein an den Hängen und Kammlagen der Hochgebirge der Iberischen Halbinsel, mit kurzer Vegetationszeit und harten Wintern, in denen starke Winde den Boden schneefrei fegen und die Oberfläche tiefem Frost und der Bildung von Frostwechselformen aussetzen. Die mäßig offene bis geschlossene Vegetationsdecke wird von niederliegenden oder zwergwüchsigen Gräsern und Kräutern beherrscht und enthält zahlreiche Endemiten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1H,de,description,"Grasland basenreicher Böden über Kalkgestein an den Hängen und Kammlagen der Hochgebirge der Iberischen Halbinsel und Frankreichs, mit kurzer Vegetationszeit und harten Wintern, in denen starke Winde den Boden schneefrei fegen und die Oberfläche tiefem Frost aussetzen, was die Bildung von Frostwechselformen begünstigt. Die mäßig offene bis geschlossene Vegetationsdecke wird von niederliegenden oder zwergwüchsigen Gräsern und Kräutern beherrscht und enthält zahlreiche Endemiten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1J,de,description,"Grasland basenarmer Böden über silikatischem Gestein an den Hängen und Kammlagen der Hochgebirge Korsikas und Sardiniens, mit kurzer Vegetationszeit und harten Wintern, in denen starke Winde den Boden schneefrei fegen und die Oberfläche tiefem Frost aussetzen, was die Bildung von Frostwechselformen begünstigt. Die Vegetationsdecke ist mittel bis vollständig geschlossen, wird von niederliegenden Kräutern, Polsterpflanzen und Zwergsträuchern beherrscht und enthält zahlreiche Endemiten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1K,de,description,"Geschlossenes Grasland tiefgründigerer saurer Böden über verschiedenen Gesteinen oberhalb der Waldgrenze in Griechenland und Anatolien. Es findet sich an Hochgebirgshängen und in Senken, in denen sich Schnee sammelt und im Frühjahr mit Schmelzwasser bewässert. Die Vegetation ist artenreich, die beherrschenden und begleitenden Arten wechseln jedoch von Ort zu Ort. Der Lebensraum liefert wertvolle Sommerweide für die traditionelle Weidewirtschaft.",situs@0.7.0,situs
habitat_type,eunis@2021:R1L,de,description,"Sehr eigenständiges, horstbildendes und endemitenreiches Grasland, das auf die Gebirge Madeiras beschränkt ist; es wächst in Spalten und auf Simsen silikatischer Vulkangesteine, wo die Böden durch das sehr feuchte Klima dauerhaft feucht gehalten werden. Typischerweise bildet es Mosaike mit Heiden und Wäldern und ist durch den Rückgang der Ziegenbeweidung gefährdet.",situs@0.7.0,situs
habitat_type,eunis@2021:R1M,de,description,"Meist von der dichthorstigen Nardus stricta beherrscht, ist dieses Grasland kennzeichnend für nährstoffarme, saure, mitunter zeitweise feuchte Böden über silikatischen Substraten in allen Tief- und submontanen Lagen des gemäßigten Europa, am besten entwickelt jedoch im kühleren und niederschlagsreicheren atlantischen Klima. Andere Gräser können die Dominanz teilen; die Begleitflora ist im Allgemeinen eher artenarm und hängt von Art und Intensität der Beweidung ab.",situs@0.7.0,situs
habitat_type,eunis@2021:R1N,de,description,"Beherrscht von kleinen Horstgräsern, Kräutern und Polsterpflanzen, darunter viele Endemiten, wächst dieses Grasland auf flachgründigen, skelettreichen, nährstoffarmen und trockenheitsanfälligen Böden über Aufschlüssen silikatischer und ultramafischer Gesteine in mittleren bis großen Höhenlagen der westlichen Iberischen Halbinsel. Der Lebensraum ist traditioneller Teil von Weidelandschaften, die überwiegend mit Schafen beweidet werden.",situs@0.7.0,situs
habitat_type,eunis@2021:R1P,de,description,"Mäßig offenes bis geschlossenes Grasland auf nährstoffarmen Sandböden, überwiegend sauer bis neutral, mitunter auch kalkhaltig, in Ebenen, auf Flussterrassen und an Steilhängen der Tief- und submontanen Lagen des gemäßigten Europa. Schmalblättrige, horstbildende Sauergräser herrschen vor, die Begleitkräuter können zahlreich sein, und offenere Rasen tragen oft eine reiche Flora aus einjährigen Arten und Kryptogamen. Über das weite Areal hinweg wechseln beherrschende und begleitende Arten beträchtlich; das extreme Kleinklima kann westlichen Vorposten von Steppenelementen Raum bieten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1Q,de,description,"Meist lückiges Grasland auf Sandwehen zwischen Binnendünen und in anderen offenen Landschaften, vor allem im nördlichen mitteleuropäischen Tiefland, wo die nährstoffarme und stark saure Oberfläche der Winderosion und heißen, trockenen Sommern ausgesetzt ist und eine sehr eigenständige Wanderdünenlandschaft bildet. Die Bodenbildung verläuft sehr langsam; auf eine Pioniervegetation aus Moosen folgt eine offene Decke aus kleinen Horstgräsern, auf der verdichteten Oberfläche oft mit reichen Flechtenbeständen. Truppenübungsplätze und aufgelassene Braunkohlegebiete bieten diesem Grasland neue Entwicklungsmöglichkeiten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1R,de,description,"Meist kurzlebige Vegetation im Jahresrhythmus von Frühjahrsregen und Sommertrockenheit im westlichen Mittelmeerraum und, bruchstückhafter, bis in atlantische und kontinentale Gebiete hinein, in der eine große Vielfalt kleiner einjähriger Pflanzen kurz und farbenprächtig auf offenen Stellen nährstoffarmer, saurer Böden erscheint. Typischerweise bildet der Lebensraum kleine Flecken in engen Mosaiken mit Heide und Gebüsch und war eine wertvolle Zusatzressource für Schafe zur Lammzeit.",situs@0.7.0,situs
habitat_type,eunis@2021:R1S,de,description,"Niedriger, offener Rasen mit einem eigenständigen Anteil an Schwermetallpflanzen auf flachgründigen, skelettreichen Böden über natürlichen schwermetallhaltigen Gesteinsaufschlüssen West- und Mitteleuropas sowie auf Bergbauhalden oder auf Flächen, die durch Stäube und Wässer aus solchen Quellen belastet sind. Typischerweise tritt er als kleine Flecken in der Landschaft auf, wird langsam besiedelt und durch die extremen Standortbedingungen erhalten. Mitunter ist er auf die Beweidung durch wildlebende Pflanzenfresser angewiesen, die die an Kryptogamen reicheren frühen Sukzessionsstadien erhalten.",situs@0.7.0,situs
habitat_type,eunis@2021:R1T,de,description,"Unbeweidetes Grasland aus Mischungen von Gräsern, Kräutern und Polsterpflanzen, darunter viele Endemiten, die bestandsbildend auftreten können; beschränkt auf die Azoren, wo es für exponierte oder instabile Felshänge, Simse und Rutschungen mit nährstoffarmen sauren Böden kennzeichnend ist. Die Artenzusammensetzung wechselt mit Höhenlage und Klima, Gesteinsart und Standortstabilität.",situs@0.7.0,situs
habitat_type,eunis@2021:R21,de,description,"Die häufigste und am weitesten verbreitete Form traditionell bewirtschafteter Weiden auf tiefgründigeren, gut dränierten frischen Böden im gemäßigten Europa, mit zahlreichen örtlichen Ausbildungen je nach Regionalklima, Gelände und Weidetradition. Typischerweise von Mischungen ertragreicher Gräser und Kräuter beherrscht, kann sie dort artenreich sein und seltene, kennzeichnende Pflanzen beherbergen, wo Beweidung und Düngung extensiv bleiben. Einst oft Teil größerer Weidelandschaften mit zugehörigen Wiesen, ist sie heute vielerorts durch intensive Beweidung umgewandelt.",situs@0.7.0,situs
habitat_type,eunis@2021:R22,de,description,"Die häufigste und am weitesten verbreitete Form traditionell bewirtschafteter Wiesen auf tiefgründigeren, gut dränierten frischen Böden in den Tief- und Hügellagen des gemäßigten Europa, mit vielen örtlichen Ausbildungen je nach Regionalklima, Gelände und Mähtradition. Typischerweise von Mischungen ertragreicher Gräser und Kräuter beherrscht, kann sie sehr artenreich sein und seltene, kennzeichnende Pflanzen beherbergen, wo die überlieferten Verfahren von Mahd, Beweidung und Düngung fortgeführt werden. Einst oft Teil größerer Agrarlandschaften mit zugehörigen Weiden, ist sie heute vielerorts durch die Umstellung auf Silagegewinnung umgewandelt; Übergänge zu intensivem Silagegrasland sind alltäglich.",situs@0.7.0,situs
habitat_type,eunis@2021:R23,de,description,"Die typische Form traditionell bewirtschafteter Wiesen auf tiefgründigen, gut dränierten frischen Böden in den Gebirgen Nord- und Mitteleuropas mit kurzer, kühler Vegetationszeit. Es gibt viele örtliche Ausbildungen je nach Regionalklima, Gelände und Bewirtschaftungstradition; die Vegetation wird typischerweise von Mischungen ertragreicher Gräser und Kräuter beherrscht und kann artenreich sein, mit seltenen, kennzeichnenden Pflanzen dort, wo die überlieferten Verfahren von Mahd, Beweidung und Düngung fortgeführt werden. Einst oft Teil größerer Agrarlandschaften mit zugehörigen Weiden, haben gute Bestände heute meist nur noch bruchstückhaft überdauert, und Übergänge zu Silagegrasland sind weit verbreitet.",situs@0.7.0,situs
habitat_type,eunis@2021:R24,de,description,"Sehr eigenständige hochwüchsige Gras-Weiden und -Wiesen der traditionellen Rinderhaltung in den Tief- und Hügellagen des westlichen Iberiens, wo ein mediterranes oder submediterranes Klima und die seit Langem bestehenden Beweidungs- und gelegentlichen Mähverfahren einen bemerkenswerten Bestand regionaler Pflanzen tragen; eng mit der Dehesa verbunden. Das Substrat ist sandig oder tonig und häufig zeitweise überflutet, trocknet aber rasch wieder aus — Bedingungen, die bestimmen, welches Gras vorherrscht.",situs@0.7.0,situs
habitat_type,eunis@2021:R31,de,description,"Von Binsen und hohen Gräsern beherrschte Vegetation zeitweise staunasser, überwiegend saurer und leicht salziger Böden in Senken des gesamten Mittelmeerraums. Sie ist zwar nicht auf Beweidung angewiesen, kann in traditionellen Weidesystemen im Sommer aber eine wertvolle Futterquelle für Rinder und Schafe sein, wenn die übrigen Weiden vertrocknet sind.",situs@0.7.0,situs
habitat_type,eunis@2021:R32,de,description,"Niedrige, artenreiche Rasen aus Sauergräsern, die traditionell durch starke Beweidung erhalten werden, auf Tonböden des Mittelmeerraums, die im Winter staunass sind und im trockenen Sommer die kennzeichnenden Trockenrisse zeigen.",situs@0.7.0,situs
habitat_type,eunis@2021:R33,de,description,"Geschlossenes horstbildendes Grasland feuchter Standorte in großen Höhenlagen des westlichen Mittelmeerraums, das den Sommer über grün bleibt und dadurch wertvolle Weide für wandernde Rinder- und Schafherden bietet.",situs@0.7.0,situs
habitat_type,eunis@2021:R34,de,description,"Feuchtwiesen sandiger bis toniger, mesotropher bis eutropher Böden auf Flussterrassen und flachen Hängen, vor allem in den Tief- bis submontanen Lagen Südosteuropas, westwärts bis Mittelitalien reichend. Überflutungen im Winter und Frühjahr sind häufig, später im Jahr kann der Boden jedoch austrocknen und örtlich versalzen. Die Artenzusammensetzung spiegelt regionale Unterschiede in Temperatur und Niederschlag wider, wird aber auch von Mahd- und Beweidungsverfahren beeinflusst.",situs@0.7.0,situs
habitat_type,eunis@2021:R35,de,description,"Wiesen feuchter, mitunter zeitweise überfluteter, nährstoffreicher Böden in Auen und Bachtälern der Tief- bis submontanen Lagen Europas. Traditionell zur Heugewinnung gemäht, im Spätsommer und Herbst bisweilen auch leicht beweidet, ist die Vegetation oft artenreich und zieht mit ihrem Blütenreichtum eine vielfältige Begleitfauna an Wirbellosen an. Einst oft Teil größerer Agrarlandschaften mit zugehörigen Weiden, haben gute Bestände heute meist nur noch bruchstückhaft überdauert; auf hochwassergeschütztem Land sind Übergänge zu intensivem Silagegrasland weit verbreitet.",situs@0.7.0,situs
habitat_type,eunis@2021:R36,de,description,"Weiden feuchter bis nasser, mesotropher bis eutropher Böden, die im Winter und Frühjahr meist überflutet sind, in Auen, an Seeufern und Grabenrändern des gemäßigten Europa, mitunter mit brackigem Einfluss. Beweidet wird überwiegend mit Rindern, was den Nährstoffhaushalt stark beeinflussen kann; bei verdichtetem Boden herrschen überflutungs- und trittverträgliche Pflanzen vor, mit wenigen auffälligen Blüten und einer entsprechend armen Begleitfauna an Wirbellosen.",situs@0.7.0,situs
habitat_type,eunis@2021:R37,de,description,"Wiesen und Weiden weniger nährstoffreicher Böden, die den größten Teil des Jahres nass sind, aber nicht von Hochwasser überflutet werden und im Sommer austrocknen, besonders in kontinentaleren Gebieten. Die Böden reichen von schwach sauer bis basenreich und sind im Oberboden mitunter torfig; in den Tief- bis submontanen Lagen Europas waren diese Flächen Teil größerer Landschaften zwischen Niedermooren und trockenerem Grasland. Weniger ertragreich als Stromtalwiesen, werden sie nur einmal jährlich gemäht und im Westen des Areals oft nur leicht beweidet; artenreich können sie dennoch sein, mit einigen kennzeichnenden und auffälligen Arten.",situs@0.7.0,situs
habitat_type,eunis@2021:R41,de,description,"Vegetation auf skelettreichen, mitunter humosen Böden unter lange liegenden Schneeflecken in arktischen und subarktischen Tieflagen, borealen Gebirgen und den temperaten Hochgebirgen Mittel- und Südeuropas. Beherrscht von Gräsern, Seggen, Kräutern und Kryptogamen, hängt die Artenzusammensetzung von Regionalklima, Höhenlage, Gestein und Bodentyp ab und umfasst mitunter Endemiten, besonders in Südeuropa.",situs@0.7.0,situs
habitat_type,eunis@2021:R42,de,description,"Boreale und arktische azidophile alpine Rasen, beherrscht von niedrigen Sauergräsern und Kräutern, kennzeichnend für flachgründige, überwiegend basenarme Böden mit lange liegender Schneedecke; verbreitet in den Hochgebirgen Fennoskandiens, Islands und Schottlands.",situs@0.7.0,situs
habitat_type,eunis@2021:R43,de,description,"Rasen und Zwergstrauchvegetation auf skelettreichen, flachgründigen Böden über überwiegend silikatischem Gestein in der alpinen Stufe der temperaten Gebirge Europas; typisch für die höchsten Gipfel und Grate, oft stark windexponiert und im Winter weitgehend schneefrei geblasen.",situs@0.7.0,situs
habitat_type,eunis@2021:R44,de,description,"Rasen auf meist flachgründigen, stark kalkhaltigen Böden an Hängen und Graten aus Kalk oder Dolomit in der alpinen und subalpinen Stufe der Hochgebirge der gemäßigten Zone; am besten in den Alpen entwickelt, daneben in Karpaten und Pyrenäen, mit kleinen, bruchstückhaften Beständen auch in den Sudeten und in Schottland. Gräser und Seggen herrschen vor, dazu zahlreiche niedrige Kräuter; die Deckung reicht je nach Bodentiefe von lückig bis geschlossen.",situs@0.7.0,situs
habitat_type,eunis@2021:R45,de,description,"Von Gräsern beherrschte Vegetation basenreicher Böden in den Hochgebirgen des Balkans und der Apenninen, die sowohl primäre Vegetation oberhalb der Waldgrenze als auch sekundäre, durch Beweidung erhaltene Rasen tieferer Lagen umfasst.",situs@0.7.0,situs
habitat_type,eunis@2021:R51,de,description,"Saumgesellschaften auf neutralen bis basenreichen, nur mäßig nährstoffreichen Böden im Übergangsbereich zwischen Wald oder Gebüsch und offenen Lebensräumen sowie in vergleichbaren Lagen an Felsen und Wegrändern. Sie kommen in weiten Teilen des nordwesteuropäischen Tieflands vor, reichen aber auch in kontinentalere Gebiete, wo sie lichtere wärmeliebende Wälder säumen, und nach Süden und Südosten in kühlere montane Lagen. Typischerweise aus Halbschattenpflanzen aufgebaut, können auch Arten benachbarter Lebensräume Platz finden; in Kalklandschaften kann die Vegetation sehr artenreich sein und viele seltene und gefährdete Arten beherbergen. Sie ist auf Beweidung oder Mahd angewiesen, um die Sukzession zu verhindern.",situs@0.7.0,situs
habitat_type,eunis@2021:R52,de,description,"Saumvegetation halbschattiger Waldränder und vergleichbarer Standorte auf sauren, nährstoffarmen Böden der kühleren atlantischen, subatlantischen und subkontinentalen Gebiete Europas; nach Osteuropa hin selten und artenärmer werdend. Sie wird im Allgemeinen von wuchskräftigen Gräsern und hohen Stauden beherrscht, ist eher artenarm und letztlich auf extensive Beweidung oder gelegentliche Mahd angewiesen, um das Aufkommen von Sträuchern und Bäumen und damit dichteren Schatten zu verhindern.",situs@0.7.0,situs
habitat_type,eunis@2021:R53,de,description,"Ausdauernde Krautgesellschaften des warmen Halbschattens von Waldsäumen und Lichtungen der makaronesischen Lorbeerwälder auf den Kanaren, Madeira und den Azoren. Sie besiedeln sonnigere Kleinstandorte in oder entlang feuchter Waldränder, sind dabei aber auf die durch Waldstreu geschaffenen, mäßig nährstoffreichen Verhältnisse angewiesen.",situs@0.7.0,situs
habitat_type,eunis@2021:R54,de,description,"Dichte, artenarme Bestände des Adlerfarns (Pteridium aquilinum), von Natur aus ein Waldfarn der europäischen Tieflagen, der sich — wenn ihn dichter Schatten nicht zurückhält und die überlieferte Bewirtschaftung durch Schnitt und Rindertritt fehlt — im Offenland leicht als beherrschende Art festsetzt. Er breitet sich kräftig über Rhizome aus und bildet eine mächtige Streuschicht. Häufig ist er in vielen Weidelandschaften, die weniger traditionell bewirtschaftet werden als früher; auch auf Brandflächen in Wäldern kann er dominieren.",situs@0.7.0,situs
habitat_type,eunis@2021:R55,de,description,"Von Hochstauden und Farnen beherrschte Gesellschaften feuchter, mitunter überfluteter nährstoffreicher Böden in den Tief- und Mittelgebirgslagen Europas bis in die subalpine Stufe, verbreitet im gemäßigten, borealen und submediterranen Bereich. Die verhältnismäßig artenreiche Vegetation findet sich in Flussauen, an kleineren Wasserläufen, im Schatten von Waldrändern — oft als schmale Streifen — sowie als Sekundärvegetation nach der Aufgabe von Weiden und besonders Wiesen. Die Artenzusammensetzung ist recht vielfältig und hängt von Höhenlage, geographischer Lage und Position in der Landschaft ab.",situs@0.7.0,situs
habitat_type,eunis@2021:R56,de,description,"Hochstauden- und Farnvegetation feuchter, nährstoffreicher Böden unter verhältnismäßig kühlen und feuchten Bedingungen in den Hochlagen der europäischen Gebirge, mit dem Optimum in der subalpinen Stufe, daneben auch in den arktischen Tieflagen Skandinaviens. Typischerweise als Streifen entlang von Bächen und an Waldrändern, im Schutz großer Felsblöcke, auf Gebirgssimsen und unter Gebüsch, mitunter auch als Saum von Schneetälchen, wo sie vom Schutz vor Winterfrost profitiert. Die Vegetation ist oft sehr artenreich und beherbergt viele lokale und regionale Endemiten neben weit verbreiteten montanen Arten. Sie ist empfindlich gegenüber der Beweidung durch Wild und Vieh, wird aber oft durch ihre Unzugänglichkeit geschützt.",situs@0.7.0,situs
